rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
823,scene,n,118003,118.83,0.07,0.04,54943,0.98,12995,15512,11673,18105,15996,15480,17369,10873,104.58,120.61,91.14,143.54,135.19,122.77,142.67,90.77
834,claim,v,116020,116.84,0.02,0.00,64062,0.96,21963,20743,5038,12654,7979,16551,14681,16411,176.76,161.28,39.34,100.32,67.43,131.26,120.59,137.00
836,prove,v,115910,116.72,0.02,0.01,70810,0.98,19101,18848,12965,11972,8956,17274,13775,13019,153.73,146.55,101.23,94.91,75.69,137.00,113.15,108.68
844,sport,n,114894,115.70,0.19,0.01,43610,0.94,12235,10086,5581,10161,4352,18336,31949,22194,98.47,78.42,43.58,80.56,36.78,145.42,262.43,185.27
847,argue,v,114425,115.23,0.01,0.00,57765,0.95,16885,15742,4094,11408,6694,13741,14320,31541,135.89,122.40,31.97,90.44,56.57,108.98,117.63,263.30
851,skill,n,113912,114.71,0.04,0.00,45117,0.90,14042,14668,3866,4162,4495,12870,10164,49645,113.01,114.05,30.19,33.00,37.99,102.07,83.49,414.43
856,crime,n,112978,113.77,0.07,0.01,42585,0.96,12426,14249,13029,25514,6370,10756,20344,10290,100.01,110.79,101.73,202.27,53.84,85.30,167.11,85.90
859,occur,v,112575,113.37,0.00,0.00,60086,0.94,13223,19262,3149,9319,7006,14989,9805,35822,106.42,149.77,24.59,73.88,59.21,118.87,80.54,299.04
867,seven,m,111646,112.43,0.14,0.01,70641,0.98,8211,11042,13466,16378,12154,16129,23509,10757,66.08,85.85,105.14,129.84,102.72,127.92,193.11,89.80
869,laugh,v,111440,112.22,0.10,0.05,47357,0.93,8311,9451,22959,9483,43682,8977,6900,1677,66.89,73.48,179.26,75.18,369.18,71.19,56.68,14.00
880,apply,v,110328,111.10,0.04,0.00,57222,0.94,17331,23913,3147,6970,4113,16253,10056,28545,139.48,185.93,24.57,55.26,34.76,128.90,82.60,238.29
893,force,v,107636,108.39,0.02,0.00,68004,0.97,18126,16915,6537,10971,12901,14185,17580,10421,145.88,131.52,51.04,86.98,109.03,112.50,144.40,86.99
897,staff,n,107396,108.15,0.13,0.01,54450,0.95,11272,12777,4063,11680,5773,13606,28258,19967,90.72,99.34,31.72,92.60,48.79,107.91,232.11,166.68
899,legal,j,107134,107.89,0.08,0.01,46687,0.95,15653,16438,4774,15722,3693,11457,17968,21429,125.98,127.81,37.28,124.64,31.21,90.86,147.59,178.89
908,final,j,105688,106.43,0.07,0.01,65269,0.97,12883,16285,6799,11867,8986,13170,17540,18158,103.68,126.62,53.09,94.08,75.95,104.45,144.08,151.58
913,since,i,105367,106.11,0.21,0.00,73790,0.95,14713,14598,4222,10277,4955,16841,29572,10189,118.41,113.50,32.97,81.48,41.88,133.56,242.91,85.06
919,dream,n,104797,105.53,0.12,0.02,50934,0.98,11384,14311,20692,10118,19838,12236,10756,5462,91.62,111.27,161.56,80.22,167.66,97.04,88.35,45.60
924,eight,m,104060,104.79,0.11,0.01,68103,0.97,6759,8946,12063,16438,11795,16363,21808,9888,54.40,69.56,94.19,130.32,99.69,129.77,179.13,82.54
931,exist,v,103550,104.28,0.01,0.00,57471,0.96,18667,20170,6863,8114,7253,11835,7245,23403,150.23,156.83,53.59,64.33,61.30,93.86,59.51,195.37
935,union,n,102805,103.53,0.48,0.00,37367,0.94,15954,14893,3131,16834,2860,12284,20714,16137,128.40,115.80,24.45,133.46,24.17,97.42,170.15,134.71
939,stage,n,102611,103.33,0.07,0.01,53349,0.97,10845,12860,6639,13234,8967,14106,14999,20961,87.28,99.99,51.84,104.92,75.78,111.87,123.20,174.98
946,avoid,v,101794,102.51,0.05,0.00,65736,0.97,16323,17074,4796,7197,9682,18445,12552,15725,131.37,132.75,37.45,57.06,81.83,146.28,103.10,131.27
951,treat,v,101438,102.15,0.03,0.00,57807,0.98,14870,15357,10131,12869,6292,15657,11441,14821,119.67,119.40,79.10,102.03,53.18,124.17,93.98,123.72
957,visit,v,100463,101.17,0.05,0.00,64009,0.97,13581,14249,7175,8906,12176,17809,17146,9421,109.30,110.79,56.02,70.61,102.91,141.24,140.84,78.65
960,river,n,100270,100.97,0.46,0.01,35612,0.95,5939,9498,6668,6474,18549,22273,18725,12144,47.80,73.85,52.06,51.33,156.77,176.64,153.81,101.38
961,brain,n,100235,100.94,0.08,0.02,38205,0.97,12606,15720,15760,9167,12002,20293,6092,8595,101.45,122.23,123.05,72.68,101.43,160.94,50.04,71.75
993,close,r,97117,97.80,0.04,0.01,64919,0.97,11060,11174,9415,10024,23741,13548,11718,6451,89.01,86.88,73.51,79.47,200.65,107.45,96.25,53.85
1005,green,j,95937,96.61,0.27,0.01,48582,0.96,10666,9988,7764,5449,20035,20072,15643,6320,85.84,77.66,60.62,43.20,169.33,159.19,128.49,52.76
1009,sleep,v,95600,96.27,0.05,0.01,45378,0.95,7241,9495,27541,7110,27158,9281,5434,2340,58.28,73.83,215.04,56.37,229.53,73.61,44.64,19.53
1012,agent,n,95371,96.04,0.16,0.02,37487,0.98,8534,12897,15464,10528,8340,11061,17750,10797,68.68,100.28,120.74,83.47,70.49,87.72,145.80,90.13
1022,glass,n,94803,95.47,0.04,0.01,42772,0.92,6219,6996,9725,4785,38014,16223,8742,4099,50.05,54.40,75.93,37.94,321.28,128.66,71.81,34.22
1024,adult,n,94547,95.21,0.06,0.01,43865,0.95,11473,13296,4021,7792,5262,14531,13145,25027,92.34,103.38,31.40,61.77,44.47,115.24,107.97,208.92
1025,trade,n,94509,95.17,0.18,0.01,38118,0.94,10203,11452,2868,12453,3232,14531,18464,21306,82.11,89.04,22.39,98.73,27.32,115.24,151.67,177.86
1033,stock,n,93809,94.47,0.07,0.01,31533,0.92,10184,9921,2916,11112,3345,25359,24734,6238,81.96,77.14,22.77,88.10,28.27,201.12,203.17,52.07
1046,trial,n,92762,93.41,0.05,0.00,33326,0.95,7113,10136,7133,21028,3561,11129,17413,15249,57.25,78.81,55.69,166.71,30.10,88.26,143.03,127.30
1055,study,v,92101,92.75,0.03,0.00,53791,0.97,8776,10315,6568,6402,14630,15247,10114,20049,70.63,80.20,51.28,50.75,123.65,120.92,83.08,167.37
1060,stick,v,91597,92.24,0.06,0.01,59747,0.98,12941,10384,18981,9909,17812,11315,8271,1984,104.15,80.74,148.20,78.56,150.54,89.74,67.94,16.56
1067,ahead,r,91325,91.97,0.04,0.01,55309,0.95,7079,6254,18334,28874,12452,8622,7423,2287,56.97,48.63,143.15,228.91,105.24,68.38,60.97,19.09
1069,total,j,91071,91.71,0.15,0.03,48286,0.95,11864,14108,4559,5129,2932,16458,11049,24972,95.48,109.69,35.60,40.66,24.78,130.52,90.76,208.46
1078,peace,n,90518,91.15,0.17,0.01,39579,0.96,10620,14038,9088,16355,6857,9851,12364,11345,85.47,109.15,70.96,129.66,57.95,78.13,101.56,94.71
1082,above,i,90318,90.95,0.06,0.01,56249,0.96,9818,11652,4283,5403,22492,16321,9287,11062,79.02,90.60,33.44,42.83,190.09,129.44,76.28,92.34
1088,tough,j,89612,90.24,0.05,0.01,58221,0.96,10277,8400,12143,22080,5089,12702,16889,2032,82.71,65.31,94.81,175.05,43.01,100.74,138.73,16.96
1089,owner,n,89612,90.24,0.05,0.01,46468,0.95,13760,13255,3957,7006,6086,14150,25168,6230,110.74,103.06,30.90,55.54,51.44,112.22,206.73,52.01
1090,shall,v,89582,90.21,0.07,0.01,25665,0.87,8306,43996,15321,2753,7840,2724,1665,6977,66.85,342.08,119.63,21.83,66.26,21.60,13.68,58.24
1092,voter,n,89245,89.87,0.07,0.01,26600,0.92,21347,18218,663,18812,284,7570,19131,3220,171.80,141.65,5.18,149.14,2.40,60.04,157.14,26.88
1098,range,n,88892,89.52,0.06,0.00,48501,0.94,9462,11808,3087,4365,4074,17730,10808,27558,76.15,91.81,24.10,34.61,34.43,140.61,88.78,230.05
1099,coach,n,88826,89.45,0.14,0.01,27413,0.91,11211,8337,5100,4294,3151,10160,38089,8484,90.23,64.82,39.82,34.04,26.63,80.58,312.87,70.82
1111,crazy,j,87804,88.42,0.08,0.01,46635,0.96,10754,8300,34793,9903,12400,5990,4872,792,86.55,64.53,271.66,78.51,104.80,47.51,40.02,6.61
1113,style,n,87244,87.86,0.07,0.01,45777,0.95,12601,13843,4316,5306,4724,16992,11753,17709,101.41,107.63,33.70,42.07,39.92,134.76,96.54,147.83
1115,march,n,87215,87.83,0.00,0.00,6929,-4.46,163,170,52,273,138,282,283,204,1.31,1.32,0.41,2.16,1.17,2.24,2.32,1.70
1121,admit,v,86631,87.24,0.02,0.00,56313,0.98,13638,12750,9570,10626,11416,11569,10781,6281,109.76,99.13,74.72,84.24,96.48,91.75,88.56,52.43
1122,hello,u,86614,87.22,0.82,0.02,32336,0.90,2764,2861,58013,12537,8087,1272,911,169,22.24,22.24,452.96,99.39,68.35,10.09,7.48,1.41
1126,mouth,n,86406,87.01,0.02,0.01,42927,0.91,6169,8266,12713,4747,40031,7639,3930,2911,49.65,64.27,99.26,37.63,338.32,60.58,32.28,24.30
1131,shake,v,85841,86.44,0.06,0.01,42017,0.88,4021,6862,7498,5587,46671,7200,6327,1675,32.36,53.35,58.54,44.29,394.44,57.10,51.97,13.98
1140,refer,v,85212,85.81,0.02,0.00,51236,0.95,12391,17609,2649,6506,4271,9428,9424,22934,99.72,136.91,20.68,51.58,36.10,74.77,77.41,191.45
1141,alone,r,85036,85.63,0.03,0.01,57157,0.98,9843,11471,13070,6458,16148,10592,7506,9948,79.22,89.19,102.05,51.20,136.47,84.00,61.65,83.05
1142,drink,v,84895,85.49,0.06,0.01,41332,0.97,8227,8599,20371,7025,21034,9533,6191,3914,66.21,66.86,159.06,55.69,177.77,75.60,50.85,32.67
1151,radio,n,84218,84.81,0.20,0.02,39844,0.97,8663,9418,8175,15736,11636,11802,13236,5552,69.72,73.23,63.83,124.75,98.34,93.60,108.72,46.35
1157,touch,v,83871,84.46,0.04,0.01,47842,0.95,6588,8260,18206,7381,26234,8312,5539,3351,53.02,64.22,142.15,58.52,221.72,65.92,45.50,27.97
1162,front,i,83180,83.76,0.01,0.01,51313,0.95,8235,7921,10480,8801,27322,9586,7824,3011,66.28,61.59,81.83,69.77,230.91,76.02,64.27,25.14
1165,score,n,82738,83.32,0.05,0.01,28333,0.88,6792,9119,2941,3230,2186,7985,10820,39665,54.66,70.90,22.96,25.61,18.47,63.33,88.88,331.12
1171,civil,j,82544,83.12,0.28,0.01,37109,0.95,10215,12757,2506,12628,2322,10489,14576,17051,82.21,99.19,19.57,100.11,19.62,83.19,119.73,142.34
1174,while,n,82196,82.77,0.01,0.00,53513,0.97,11835,10075,16413,9972,19595,7087,5358,1861,95.25,78.34,128.15,79.06,165.61,56.21,44.01,15.54
1175,worth,i,82178,82.76,0.04,0.01,54819,0.98,16146,13175,11338,7483,7024,11969,10032,5011,129.94,102.44,88.53,59.33,59.36,94.92,82.40,41.83
1176,title,n,82165,82.74,0.10,0.01,40729,0.94,12915,19084,2493,4153,3911,10291,18506,10812,103.94,148.38,19.47,32.92,33.05,81.62,152.01,90.26
1186,hotel,n,81364,81.94,0.23,0.02,32869,0.96,6488,7596,10212,7976,12735,13838,19566,2953,52.22,59.06,79.73,63.23,107.63,109.75,160.72,24.65
1187,judge,n,81312,81.88,0.16,0.01,29880,0.95,7353,10853,7015,18076,4645,6369,18239,8762,59.18,84.38,54.77,143.31,39.26,50.51,149.82,73.14
1189,break,n,81057,81.63,0.12,0.09,44352,0.89,6899,6272,10374,35380,5812,6282,7411,2627,55.52,48.77,81.00,280.49,49.12,49.82,60.87,21.93
1191,faith,n,80912,81.48,0.13,0.01,33055,0.96,14694,16402,6984,7686,5510,12468,7671,9497,118.26,127.53,54.53,60.93,46.57,98.88,63.01,79.28
1205,chair,n,80186,80.75,0.06,0.01,37839,0.92,4883,6053,6366,5059,34299,11038,7039,5449,39.30,47.06,49.71,40.11,289.88,87.54,57.82,45.49
1209,funny,j,79978,80.49,0.11,0.01,42702,0.97,11274,10496,25460,11633,9758,5580,5064,668,90.73,81.61,198.79,92.23,82.47,44.25,41.60,5.58
1224,track,n,78828,79.38,0.05,0.01,44966,0.97,10690,11167,6915,7528,10128,13508,14143,4749,86.03,86.83,53.99,59.68,85.60,107.13,116.17,39.64
1231,heavy,j,78327,78.88,0.05,0.01,49265,0.96,7235,8312,5799,6744,18504,15302,9979,6452,58.23,64.63,45.28,53.47,156.39,121.36,81.97,53.86
1243,trust,v,77728,78.27,0.15,0.01,43560,0.98,10665,9289,26569,7651,10034,5836,4575,3109,85.83,72.22,207.45,60.66,84.80,46.28,37.58,25.95
1250,fresh,j,77195,77.74,0.14,0.06,43374,0.94,6826,6881,6767,8438,10100,21718,13051,3414,54.94,53.50,52.84,66.90,85.36,172.24,107.20,28.50
1253,claim,n,77050,77.59,0.03,0.00,34656,0.94,13783,15447,1813,6354,2431,9448,9398,18376,110.93,120.10,14.16,50.37,20.55,74.93,77.20,153.40
1261,marry,v,76412,76.95,0.03,0.01,34435,0.98,6783,7984,20061,8627,15518,7584,6503,3352,54.59,62.08,156.64,68.39,131.15,60.15,53.42,27.98
1269,april,n,75906,76.44,0.00,0.00,110,0.80,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1272,quick,j,75637,76.17,0.10,0.01,53166,0.98,9431,8585,11721,10709,12602,11107,8090,3392,75.90,66.75,91.52,84.90,106.51,88.09,66.45,28.32
1284,along,r,74461,74.98,0.01,0.01,52000,0.98,8421,8124,11705,10013,16084,9648,7358,3108,67.77,63.17,91.39,79.38,135.93,76.52,60.44,25.95
1288,basic,j,74208,74.73,0.07,0.00,45077,0.94,11578,12569,2087,6078,2269,12279,7455,19893,93.18,97.73,16.30,48.19,19.18,97.38,61.24,166.06
1296,count,v,73650,74.17,0.06,0.01,48330,0.98,11040,10114,10630,8216,10443,8682,8954,5571,88.85,78.64,83.00,65.14,88.26,68.85,73.55,46.51
1308,smile,v,73137,73.65,0.04,0.00,30852,0.84,3114,5297,5063,2282,48212,4582,3686,901,25.06,41.19,39.53,18.09,407.46,36.34,30.28,7.52
1311,block,n,73065,73.58,0.07,0.01,36754,0.93,7049,7133,6391,5138,10328,8899,21005,7122,56.73,55.46,49.90,40.73,87.29,70.58,172.54,59.45
1314,labor,n,72759,73.27,0.21,0.00,29874,0.94,9844,11288,2274,6973,2829,9254,11494,18803,79.23,87.77,17.76,55.28,23.91,73.39,94.41,156.97
1327,apple,n,72273,72.78,0.63,0.01,23333,0.93,19319,15493,3843,3871,5591,15061,7344,1751,155.48,120.46,30.01,30.69,47.25,119.45,60.32,14.62
1337,sales,n,71601,72.10,0.05,0.00,31746,0.93,13081,9533,1899,5530,1789,14069,20642,5058,105.28,74.12,14.83,43.84,15.12,111.58,169.56,42.22
1351,plane,n,70679,71.18,0.03,0.01,28076,0.96,6928,6230,10601,13841,9323,10190,9968,3598,55.76,48.44,82.77,109.73,78.79,80.81,81.88,30.04
1374,alive,j,69360,69.85,0.04,0.01,41724,0.98,6064,6867,20094,8721,12843,6433,5456,2882,48.80,53.39,156.89,69.14,108.54,51.02,44.82,24.06
1381,horse,n,68883,69.37,0.10,0.01,24248,0.95,6497,6828,10787,4269,20461,9122,7972,2947,52.29,53.09,84.22,33.84,172.93,72.34,65.48,24.60
1384,steal,v,68807,69.29,0.05,0.01,36405,0.98,7939,7437,20390,6151,10276,5331,9443,1840,63.89,57.82,159.20,48.76,86.85,42.28,77.57,15.36
1385,basis,n,68758,69.24,0.01,0.00,41700,0.93,11138,13092,1555,7272,1411,7028,5889,21373,89.64,101.79,12.14,57.65,11.93,55.74,48.37,178.42
1393,alone,j,68401,68.88,0.03,0.01,43387,0.97,6124,6626,21724,5389,15241,5951,4249,3097,49.29,51.52,169.62,42.72,128.81,47.20,34.90,25.85
1394,beach,n,68303,68.78,0.42,0.02,28793,0.96,5784,6096,7011,7178,11136,12760,15006,3332,46.55,47.40,54.74,56.91,94.12,101.20,123.26,27.82
1399,scale,n,68139,68.62,0.11,0.00,30031,0.89,7064,7388,1768,3077,2927,8328,4049,33538,56.85,57.44,13.80,24.39,24.74,66.05,33.26,279.97
1402,sweet,j,67903,68.38,0.16,0.02,39416,0.97,6140,6387,18500,4746,12508,10947,7453,1222,49.42,49.66,144.45,37.63,105.71,86.82,61.22,10.20
1406,fight,n,67767,68.24,0.04,0.01,37570,0.98,10291,8036,11800,11142,6249,7846,9347,3056,82.82,62.48,92.13,88.33,52.81,62.22,76.78,25.51
1411,truly,r,67680,68.16,0.05,0.01,45836,0.96,16862,14153,5408,5477,6510,8402,5355,5513,135.71,110.04,42.23,43.42,55.02,66.63,43.99,46.02
1414,human,n,67605,68.08,0.09,0.01,29455,0.96,10924,12264,6964,3248,8701,10686,3828,10990,87.92,95.36,54.37,25.75,73.54,84.75,31.44,91.74
1420,stone,n,67456,67.93,0.29,0.03,30144,0.95,4930,6979,6810,4568,20661,11570,6540,5398,39.68,54.26,53.17,36.22,174.62,91.76,53.72,45.06
1423,truck,n,67403,67.88,0.05,0.02,27551,0.96,5053,4955,11210,7042,17825,7981,11109,2228,40.67,38.53,87.53,55.83,150.65,63.30,91.25,18.60
1428,smart,j,67232,67.70,0.06,0.01,41382,0.98,11614,9329,13066,8087,7266,9839,6040,1991,93.47,72.54,102.02,64.11,61.41,78.03,49.61,16.62
1441,order,v,66657,67.13,0.03,0.01,42754,0.98,6306,8961,9585,6351,10287,9553,10899,4715,50.75,69.67,74.84,50.35,86.94,75.76,89.53,39.36
1442,share,n,66642,67.11,0.06,0.01,33602,0.94,9989,10071,2486,4604,2157,12632,16904,7799,80.39,78.30,19.41,36.50,18.23,100.18,138.85,65.11
1449,stare,v,66392,66.86,0.02,0.00,27564,0.83,2484,3703,4410,1359,47317,4133,2068,918,19.99,28.79,34.43,10.77,399.90,32.78,16.99,7.66
1451,limit,v,66220,66.69,0.02,0.00,43175,0.94,9743,11362,1178,4111,1525,9594,9481,19226,78.41,88.34,9.20,32.59,12.89,76.09,77.88,160.50
1458,crowd,n,65965,66.43,0.05,0.02,36495,0.96,7495,6694,4598,8319,16004,8673,11709,2473,60.32,52.05,35.90,65.95,135.26,68.78,96.18,20.64
1462,guest,n,65818,66.28,0.08,0.01,34691,0.97,7162,7165,7545,14737,8808,9083,8873,2445,57.64,55.71,58.91,116.83,74.44,72.04,72.88,20.41
1470,terms,i,65413,65.87,0.00,0.00,38223,0.93,9031,7984,900,19035,779,5409,4652,17623,72.68,62.08,7.03,150.91,6.58,42.90,38.21,147.12
1473,chief,n,65311,65.77,0.41,0.02,32100,0.96,4468,6050,8710,12361,5569,7588,15446,5119,35.96,47.04,68.01,98.00,47.07,60.18,126.87,42.73
1475,start,n,65218,65.68,0.10,0.02,46404,0.97,10324,10098,5450,7161,5001,9750,13112,4322,83.09,78.51,42.55,56.77,42.27,77.33,107.70,36.08
1494,until,i,63882,64.33,0.13,0.00,50152,0.98,8701,8534,5921,7701,6752,9644,10932,5697,70.03,66.35,46.23,61.05,57.06,76.48,89.80,47.56
1502,front,j,63594,64.04,0.06,0.01,38567,0.94,5723,5162,5362,6296,21175,9256,8533,2087,46.06,40.14,41.87,49.91,178.96,73.41,70.09,17.42
1505,speed,n,63502,63.95,0.07,0.01,31434,0.95,8789,8752,4706,3157,6517,17415,7712,6454,70.73,68.05,36.74,25.03,55.08,138.11,63.35,53.88
1506,aware,j,63488,63.93,0.01,0.00,43382,0.98,11013,9694,5114,7307,8119,6740,5977,9524,88.63,75.37,39.93,57.93,68.62,53.45,49.10,79.51
1509,extra,j,63392,63.84,0.04,0.01,44053,0.97,10703,8876,7252,4742,6205,13003,9163,3448,86.14,69.01,56.62,37.59,52.44,103.12,75.27,28.78
1511,guard,n,63290,63.73,0.28,0.02,28684,0.96,5441,6092,7448,7260,13211,7147,14301,2390,43.79,47.37,58.15,57.56,111.65,56.68,117.47,19.95
1513,fully,r,63238,63.68,0.02,0.00,45094,0.97,10191,10976,2910,5159,5393,9786,6529,12294,82.02,85.34,22.72,40.90,45.58,77.61,53.63,102.63
1522,light,j,62687,63.00,0.08,0.01,38084,0.95,6731,7805,4387,3210,11432,16508,7190,5301,54.17,60.69,34.25,25.45,96.62,130.92,59.06,44.25
1526,below,r,62313,62.75,0.10,0.01,41476,0.95,11267,12724,1530,1881,8391,12891,4649,8980,90.68,98.93,11.95,14.91,70.92,102.24,38.19,74.96
1536,twice,r,61563,62.00,0.07,0.01,46593,0.98,7315,7662,7339,5849,9082,9824,9966,4526,58.87,59.57,57.30,46.37,76.76,77.91,81.86,37.78
1537,cross,v,61522,61.95,0.06,0.01,39309,0.96,5835,6193,6924,6157,17441,8151,6521,4300,46.96,48.15,54.06,48.81,147.40,64.64,53.56,35.90
1541,focus,n,61392,61.82,0.05,0.01,39979,0.94,8511,8039,1578,6990,2561,7613,7423,18677,68.50,62.51,12.32,55.42,21.64,60.38,60.97,155.91
1546,daily,j,61083,61.51,0.18,0.01,39818,0.95,9598,9140,1548,4761,2961,11863,10773,10439,77.25,71.07,12.09,37.75,25.02,94.08,88.49,87.14
1548,above,r,61018,61.45,0.08,0.01,36755,0.94,12800,13120,1522,1086,4837,12783,2881,11989,103.02,102.01,11.88,8.61,40.88,101.38,23.66,100.08
1556,grade,n,60710,61.14,0.09,0.01,25364,0.91,5742,6083,5050,3839,4836,5108,8080,21972,46.21,47.30,39.43,30.44,40.87,40.51,66.37,183.42
1558,birth,n,60673,61.10,0.05,0.01,29184,0.97,9178,10830,4131,6057,5587,9653,6316,8921,73.87,84.21,32.25,48.02,47.22,76.56,51.88,74.47
1561,enemy,n,60473,60.90,0.05,0.01,29824,0.98,8334,10845,8427,6844,6816,8549,5191,5467,67.07,84.32,65.80,54.26,57.61,67.80,42.64,45.64
1563,being,n,60354,60.78,0.02,0.00,33204,0.96,10921,12686,5682,5952,5973,5587,3161,10392,87.89,98.64,44.36,47.19,50.48,44.31,25.96,86.75
1564,storm,n,60280,60.70,0.14,0.01,24490,0.96,9995,8167,5138,10166,9075,7240,7715,2784,80.44,63.50,40.12,80.60,76.70,57.42,63.37,23.24
1565,shape,n,60252,60.68,0.04,0.01,37387,0.96,5879,6873,3781,4376,10625,14839,5551,8328,47.31,53.44,29.52,34.69,89.80,117.68,45.60,69.52
1570,troop,n,60133,60.56,0.04,0.00,21617,0.91,4163,6009,2521,19456,2430,9027,12026,4501,33.50,46.72,19.68,154.25,20.54,71.59,98.78,37.57
1574,clean,j,60059,60.36,0.12,0.01,36981,0.98,7851,7197,9085,4983,9703,10330,6905,3886,63.19,55.96,70.94,39.51,82.00,81.92,56.72,32.44
1584,drive,n,59524,59.94,0.18,0.01,32677,0.95,7789,7232,4961,2810,6771,13205,13081,3675,62.69,56.23,38.74,22.28,57.23,104.73,107.45,30.68
1586,quiet,j,59485,59.90,0.08,0.01,38537,0.95,4148,4992,10793,4847,18401,7646,6249,2409,33.38,38.81,84.27,38.43,155.52,60.64,51.33,20.11
1600,actor,n,58856,59.27,0.11,0.04,24887,0.96,6434,7109,4147,11884,2815,8877,10705,6885,51.78,55.27,32.38,94.22,23.79,70.40,87.93,57.48
1601,blame,v,58815,59.23,0.04,0.01,37107,0.98,11336,8982,8362,8831,5608,5404,7524,2768,91.23,69.84,65.29,70.01,47.40,42.86,61.80,23.11
1610,topic,n,58410,58.82,0.05,0.00,33888,0.93,13766,11945,1004,4797,1947,4518,5290,15143,110.79,92.88,7.84,38.03,16.46,35.83,43.45,126.41
1628,moral,j,57787,58.19,0.05,0.00,22597,0.92,9744,9623,1729,4810,1709,7380,4084,18708,78.42,74.82,13.50,38.13,14.44,58.53,33.55,156.17
1640,youth,n,57132,57.53,0.15,0.01,25789,0.93,5324,6617,2152,3189,4503,6759,10450,18138,42.85,51.45,16.80,25.28,38.06,53.60,85.84,151.41
1641,dress,v,56967,57.37,0.08,0.01,34651,0.95,5084,4514,8306,4277,16441,9688,6064,2593,40.92,35.10,64.85,33.91,138.95,76.83,49.81,21.65
1646,novel,n,56709,57.11,0.03,0.00,18450,0.94,6936,11994,1507,3580,6172,5829,5990,14701,55.82,93.26,11.77,28.38,52.16,46.23,49.20,122.72
1658,broad,j,56310,56.71,0.01,0.00,37391,0.95,5660,6972,1374,5060,5533,7685,7351,16675,45.55,54.21,10.73,40.12,46.76,60.95,60.38,139.20
1663,smile,n,55936,56.33,0.03,0.01,29132,0.88,3980,4428,4155,2342,30926,4835,4182,1088,32.03,34.43,32.44,18.57,261.37,38.35,34.35,9.08
1667,pound,n,55670,56.06,0.04,0.01,28312,0.94,4211,4833,4940,5372,4986,16733,12084,2511,33.89,37.58,38.57,42.59,42.14,132.71,99.26,20.96
1683,honey,n,54912,55.30,0.34,0.03,20971,0.91,1554,1820,35261,2610,6912,3875,2129,751,12.51,14.15,275.32,20.69,58.42,30.73,17.49,6.27
1689,award,n,54712,55.10,0.44,0.01,25736,0.95,6747,8697,2573,5875,1851,9088,13220,6661,54.30,67.62,20.09,46.58,15.64,72.07,108.59,55.61
1698,lunch,n,54300,54.68,0.08,0.01,30811,0.97,4958,4591,11446,3610,10854,7490,8913,2438,39.90,35.70,89.37,28.62,91.73,59.40,73.21,20.35
1699,judge,v,54271,54.65,0.27,0.02,31162,0.96,8647,7800,6013,9516,4569,5017,5499,7210,69.59,60.65,46.95,75.44,38.61,39.79,45.17,60.19
1715,train,v,53865,54.24,0.04,0.01,34344,0.98,6520,6672,5005,6463,4736,8142,8035,8292,52.47,51.88,39.08,51.24,40.03,64.57,66.00,69.22
1716,abuse,n,53777,54.15,0.07,0.00,22283,0.94,7778,7535,1534,8301,1051,7299,8530,11749,62.60,58.59,11.98,65.81,8.88,57.89,70.07,98.08
1723,grand,j,53325,53.70,0.34,0.01,31934,0.97,5033,5704,6902,7050,5707,8684,10640,3605,40.51,44.35,53.89,55.89,48.23,68.87,87.40,30.09
1724,visit,n,53262,53.64,0.02,0.00,34231,0.97,5227,6118,3690,5535,6600,8064,10224,7804,42.07,47.57,28.81,43.88,55.78,63.95,83.98,65.15
1726,lucky,j,53231,53.61,0.16,0.02,34764,0.97,6507,4985,17084,5288,9465,5020,4106,776,52.37,38.76,133.39,41.92,79.99,39.81,33.73,6.48
1728,coast,n,53114,53.49,0.47,0.01,28313,0.96,5573,6082,2942,8140,4468,9503,10717,5689,44.85,47.29,22.97,64.53,37.76,75.37,88.03,47.49
1729,proud,j,53067,53.44,0.04,0.01,35878,0.98,7308,6371,11845,8021,6519,5197,6214,1592,58.82,49.54,92.49,63.59,55.10,41.22,51.04,13.29
1730,cover,n,53057,53.43,0.05,0.01,31118,0.97,7187,7188,4810,5314,7703,11293,5370,4192,57.84,55.89,37.56,42.13,65.10,89.56,44.11,34.99
1733,angry,j,52980,53.35,0.06,0.01,32670,0.97,6810,6337,8153,8968,11188,4829,4998,1697,54.81,49.27,63.66,71.10,94.56,38.30,41.05,14.17
1738,email,n,52826,53.20,0.08,0.00,23923,0.88,17902,15706,1100,2925,1031,6288,5810,2064,144.08,122.12,8.59,23.19,8.71,49.87,47.72,17.23
1740,front,n,52764,53.13,0.08,0.01,36046,0.97,5446,5587,5708,5869,11271,8601,6557,3725,43.83,43.44,44.57,46.53,95.26,68.21,53.86,31.10
1746,chief,j,52508,52.88,0.25,0.01,32940,0.94,3631,6311,2440,8206,2598,7789,16786,4747,29.22,49.07,19.05,65.06,21.96,61.77,137.88,39.63
1748,trend,n,52452,52.82,0.07,0.01,29551,0.94,9056,7587,389,3769,381,8547,7668,15055,72.88,58.99,3.04,29.88,3.22,67.78,62.99,125.68
