rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
2690,smoke,n,29483,29.69,0.06,0.01,16431,0.94,2105,2522,3408,2742,10750,3537,2865,1554,16.94,19.61,26.61,21.74,90.85,28.05,23.53,12.97
2698,angle,n,29422,29.63,0.20,0.15,16431,0.93,2838,3308,2279,1718,8829,5543,1537,3370,22.84,25.72,17.79,13.62,74.62,43.96,12.63,28.13
2707,prize,n,29331,29.54,0.35,0.01,17870,0.97,3786,4915,2956,3122,2740,4453,5259,2100,30.47,38.22,23.08,24.75,23.16,35.32,43.20,17.53
2708,blind,j,29326,29.53,0.10,0.01,17138,0.97,3583,4358,4450,1960,5051,2898,2415,4611,28.84,33.88,34.75,15.54,42.69,22.98,19.84,38.49
2718,minor,j,29172,29.38,0.07,0.00,21257,0.97,4357,4597,1830,2415,2523,4163,4897,4390,35.07,35.74,14.29,19.15,21.32,33.02,40.22,36.65
2722,weigh,v,29121,29.33,0.04,0.00,22430,0.97,3071,3451,1839,4425,3269,6297,4295,2474,24.72,26.83,14.36,35.08,27.63,49.94,35.28,20.65
2725,clock,n,29112,29.32,0.06,0.01,17434,0.97,2898,3657,3935,2488,6719,4467,2932,2016,23.32,28.43,30.72,19.72,56.79,35.43,24.08,16.83
2740,maker,n,28989,29.19,0.09,0.01,17828,0.95,3716,3701,1150,2555,1152,6564,5722,4429,29.91,28.78,8.98,20.26,9.74,52.06,47.00,36.97
2747,arise,v,28915,29.12,0.02,0.00,19337,0.92,3172,6270,629,1142,1522,3936,2157,10087,25.53,48.75,4.91,9.05,12.86,31.22,17.72,84.21
2763,buddy,n,28763,28.97,0.03,0.01,17650,0.94,2418,1796,14810,2144,3095,2500,1737,263,19.46,13.96,115.64,17.00,26.16,19.83,14.27,2.20
2772,sauce,n,28639,28.84,0.10,0.02,9864,0.88,1737,1609,2465,1402,1844,10538,8815,229,13.98,12.51,19.25,11.12,15.58,83.57,72.41,1.91
2773,print,v,28636,28.84,0.19,0.01,15946,0.90,4246,4923,1618,1589,2363,4098,2792,7007,34.17,38.28,12.63,12.60,19.97,32.50,22.93,58.49
2776,trick,n,28621,28.82,0.05,0.01,20672,0.98,3927,3472,6277,2237,4652,4964,2237,855,31.60,27.00,49.01,17.73,39.32,39.37,18.37,7.14
2794,asian,j,28419,28.62,0.99,0.01,12923,0.93,3167,3086,969,1956,1138,4060,5562,8481,25.49,23.99,7.57,15.51,9.62,32.20,45.69,70.80
2796,ghost,n,28365,28.56,0.26,0.02,13037,0.95,2373,3542,7188,1098,7928,2532,2059,1645,19.10,27.54,56.12,8.70,67.00,20.08,16.91,13.73
2801,mouse,n,28329,28.53,0.14,0.01,9772,0.90,2789,4304,2611,1141,4438,5665,1416,5965,22.45,33.46,20.39,9.05,37.51,44.93,11.63,49.80
2810,exact,j,28250,28.45,0.03,0.01,22308,0.97,5531,5239,3358,3078,2835,3206,1758,3245,44.51,40.73,26.22,24.40,23.96,25.43,14.44,27.09
2830,swing,v,27981,28.18,0.06,0.01,17918,0.92,1989,2150,2828,1568,11356,4778,2640,672,16.01,16.72,22.08,12.43,95.98,37.89,21.69,5.61
2842,shape,v,27828,28.02,0.03,0.00,20503,0.95,2743,3277,946,1819,2759,5248,3394,7642,22.08,25.48,7.39,14.42,23.32,41.62,27.88,63.79
2847,rough,j,27778,27.97,0.05,0.01,21482,0.98,2588,2644,4409,2883,5505,5116,3169,1464,20.83,20.56,34.43,22.86,46.53,40.57,26.03,12.22
2852,royal,j,27749,27.94,0.54,0.01,13292,0.96,1830,3140,2542,2890,3125,5770,4152,4300,14.73,24.41,19.85,22.91,26.41,45.76,34.10,35.90
2853,elite,n,27712,27.91,0.10,0.01,14505,0.93,5017,3889,762,1636,596,3989,3691,8132,40.38,30.24,5.95,12.97,5.04,31.64,30.32,67.89
2859,inner,j,27642,27.84,0.07,0.01,18161,0.96,3086,4124,1632,2103,3754,5754,2566,4623,24.84,32.07,12.74,16.67,31.73,45.63,21.08,38.59
2862,chart,n,27628,27.82,0.13,0.04,15575,0.95,4224,4747,1695,1581,1684,6584,4271,2842,33.99,36.91,13.23,12.53,14.23,52.22,35.08,23.72
2874,label,n,27479,27.67,0.04,0.01,15287,0.96,4185,4449,1259,2284,1622,6011,4277,3392,33.68,34.59,9.83,18.11,13.71,47.67,35.13,28.32
2880,idiot,n,27432,27.62,0.09,0.02,15876,0.94,6587,4865,9706,981,3504,928,599,262,53.01,37.83,75.78,7.78,29.61,7.36,4.92,2.19
2885,react,v,27322,27.51,0.02,0.00,20442,0.97,3948,3658,1826,5061,3540,3535,2939,2815,31.77,28.44,14.26,40.12,29.92,28.04,24.14,23.50
2906,plant,v,27047,27.24,0.07,0.01,16509,0.95,2430,2455,2503,1811,4344,7064,3748,2692,19.56,19.09,19.54,14.36,36.71,56.02,30.79,22.47
2912,split,v,26970,27.16,0.04,0.01,21194,0.99,3110,3214,4527,2549,3660,4154,3692,2064,25.03,24.99,35.35,20.21,30.93,32.94,30.33,17.23
2917,chase,v,26901,27.09,0.15,0.02,19276,0.98,2728,2661,5633,2497,5503,3392,3612,875,21.96,20.69,43.98,19.80,46.51,26.90,29.67,7.30
2921,taste,v,26826,27.01,0.03,0.01,15279,0.95,2220,2184,4146,1839,5159,5238,5634,406,17.87,16.98,32.37,14.58,43.60,41.54,46.28,3.39
2926,worth,n,26778,26.97,0.05,0.01,20731,0.97,4231,3729,2607,3047,2147,4830,4342,1845,34.05,28.99,20.36,24.16,18.15,38.31,35.67,15.40
2929,forum,n,26724,26.91,0.29,0.01,15505,0.93,7139,5940,311,1740,288,2669,3813,4824,57.46,46.18,2.43,13.79,2.43,21.17,31.32,40.27
2937,hurry,v,26561,26.75,0.35,0.02,15464,0.90,558,1001,12650,744,9605,1026,693,284,4.49,7.78,98.77,5.90,81.18,8.14,5.69,2.37
2941,stake,n,26539,26.73,0.05,0.01,19098,0.97,3000,2761,2306,3860,1807,4510,5362,2933,24.14,21.47,18.01,30.60,15.27,35.77,44.04,24.48
2944,given,j,26528,26.71,0.01,0.00,18544,0.93,4514,5005,537,1596,1086,3389,1941,8460,36.33,38.92,4.19,12.65,9.18,26.88,15.94,70.62
2951,found,v,26466,26.65,0.11,0.00,19563,0.94,3320,4301,563,1634,714,6033,5771,4130,26.72,33.44,4.40,12.95,6.03,47.85,47.40,34.48
2958,stick,n,26373,26.56,0.08,0.01,16408,0.96,2804,2618,3921,1596,6396,4918,2722,1398,22.57,20.36,30.61,12.65,54.06,39.00,22.36,11.67
2961,tiger,n,26334,26.52,0.72,0.02,9952,0.92,2701,2292,2503,2942,2044,4607,8090,1155,21.74,17.82,19.54,23.32,17.27,36.54,66.45,9.64
2962,ratio,n,26305,26.49,0.05,0.01,11435,0.88,3084,4539,369,501,301,4180,2000,11331,24.82,35.29,2.88,3.97,2.54,33.15,16.43,94.59
2963,lover,n,26282,26.47,0.09,0.01,16813,0.97,2508,3581,4063,1818,6122,3342,2787,2061,20.18,27.84,31.72,14.41,51.74,26.50,22.89,17.21
2969,awful,j,26206,26.39,0.04,0.01,19461,0.97,4115,2978,5521,4701,4961,1892,1636,402,33.12,23.15,43.11,37.27,41.93,15.01,13.44,3.36
2980,quote,n,26087,26.27,0.06,0.01,15370,0.91,6510,7340,837,4999,641,2942,1506,1312,52.39,57.07,6.54,39.63,5.42,23.33,12.37,10.95
2992,armed,j,25972,26.15,0.19,0.01,14428,0.95,2537,3389,1635,4324,1541,2612,4309,5625,20.42,26.35,12.77,34.28,13.02,20.72,35.39,46.96
3005,since,r,25781,25.96,0.01,0.00,22609,0.97,3561,3670,2209,2496,2379,4746,4963,1757,28.66,28.54,17.25,19.79,20.11,37.64,40.77,14.67
3010,shame,n,25764,25.95,0.14,0.01,17587,0.97,4985,4269,4709,2155,4182,1891,1942,1631,40.12,33.19,36.77,17.08,35.34,15.00,15.95,13.62
3020,screw,v,25632,25.81,0.12,0.01,16705,0.95,4329,3228,10081,1298,3562,2132,784,221,34.84,25.10,78.71,10.29,30.10,16.91,6.44,1.84
3025,creek,n,25595,25.77,0.73,0.02,10446,0.91,1208,1333,1101,760,3927,5506,9522,2238,9.72,10.36,8.60,6.03,33.19,43.67,78.21,18.68
3035,fraud,n,25518,25.70,0.06,0.01,11737,0.94,5643,4966,1667,3367,700,2485,4842,1848,45.42,38.61,13.02,26.69,5.92,19.71,39.77,15.43
3037,house,v,25510,25.69,0.11,0.01,18486,0.96,2980,3111,848,2292,1941,4344,6252,3742,23.98,24.19,6.62,18.17,16.40,34.45,51.35,31.24
3039,store,v,25475,25.65,0.04,0.00,16426,0.95,3567,4897,1135,1196,2064,6306,2743,3567,28.71,38.08,8.86,9.48,17.44,50.01,22.53,29.78
3040,crash,n,25472,25.65,0.06,0.02,14051,0.96,2649,3186,2662,4074,2668,4046,5174,1013,21.32,24.77,20.78,32.30,22.55,32.09,42.50,8.46
3055,islam,n,25282,25.46,0.97,0.01,6391,0.91,6763,4894,385,2584,235,2581,2619,5221,54.43,38.05,3.01,20.49,1.99,20.47,21.51,43.58
3057,favor,v,25274,25.45,0.00,0.00,18646,0.95,3243,3294,630,2296,1448,4256,4821,5286,26.10,25.61,4.92,18.20,12.24,33.75,39.60,44.13
3059,tight,j,25214,25.39,0.03,0.01,19969,0.96,2662,2427,2498,1918,5568,4531,4261,1349,21.42,18.87,19.50,15.21,47.06,35.93,35.00,11.26
3067,tribe,n,25147,25.32,0.14,0.01,8480,0.94,2310,3407,3626,1485,2013,2832,3236,6238,18.59,26.49,28.31,11.77,17.01,22.46,26.58,52.07
3081,adapt,v,24934,25.11,0.09,0.01,17745,0.94,3203,3566,833,1064,1033,4579,3169,7487,25.78,27.73,6.50,8.44,8.73,36.32,26.03,62.50
3083,pride,n,24923,25.10,0.09,0.01,18199,0.98,2979,3357,2631,1970,4200,3323,3762,2701,23.98,26.10,20.54,15.62,35.50,26.35,30.90,22.55
3089,alter,v,24900,25.07,0.05,0.01,17986,0.95,2988,4109,1385,1305,1790,4159,2494,6670,24.05,31.95,10.81,10.35,15.13,32.98,20.49,55.68
3101,smell,n,24783,24.96,0.03,0.00,15358,0.90,1711,1753,3242,1021,12122,2748,1413,773,13.77,13.63,25.31,8.09,102.45,21.79,11.61,6.45
3114,cheek,n,24607,24.78,0.03,0.00,14888,0.85,963,1619,1589,713,15937,2140,1099,547,7.75,12.59,12.41,5.65,134.69,16.97,9.03,4.57
3127,scare,v,24484,24.66,0.04,0.01,17890,0.97,2658,2129,8818,2838,4169,1912,1634,326,21.39,16.55,68.85,22.50,35.23,15.16,13.42,2.72
3129,logic,n,24470,24.64,0.07,0.00,14015,0.93,5664,5105,969,1034,1698,2266,1468,6266,45.58,39.69,7.57,8.20,14.35,17.97,12.06,52.31
3133,devil,n,24433,24.60,0.36,0.02,12996,0.98,2838,3780,5734,1580,4022,2372,2676,1431,22.84,29.39,44.77,12.53,33.99,18.81,21.98,11.95
3137,fiber,n,24394,24.57,0.12,0.09,8502,0.87,1170,1776,897,839,865,11268,3558,4021,9.42,13.81,7.00,6.65,7.31,89.36,29.23,33.57
3139,ideal,j,24367,24.54,0.05,0.01,17785,0.94,3664,3442,821,1163,1037,5831,2352,6057,29.49,26.76,6.41,9.22,8.76,46.24,19.32,50.56
3148,fence,n,24223,24.39,0.04,0.01,13502,0.95,2175,1868,2255,2295,7412,3946,3237,1035,17.50,14.52,17.61,18.19,62.64,31.29,26.59,8.64
3150,humor,n,24213,24.38,0.05,0.00,15926,0.97,3314,4300,2222,2641,2900,3334,3394,2108,26.67,33.43,17.35,20.94,24.51,26.44,27.88,17.60
3151,major,n,24191,24.36,0.49,0.00,13075,0.96,2338,2485,2309,2103,1827,3284,6051,3796,18.82,19.32,18.03,16.67,15.44,26.04,49.70,31.69
3155,loose,j,24139,24.31,0.04,0.01,18915,0.96,2109,2218,3364,1666,6988,4048,2382,1364,16.97,17.25,26.27,13.21,59.06,32.10,19.57,11.39
3162,drunk,j,24079,24.25,0.05,0.01,13877,0.96,2291,2145,7719,2122,6277,1540,1404,581,18.44,16.68,60.27,16.82,53.05,12.21,11.53,4.85
3164,onion,n,24049,24.22,0.08,0.01,7990,0.86,1255,1085,1110,1144,1766,10818,6599,272,10.10,8.44,8.67,9.07,14.93,85.80,54.20,2.27
3167,white,n,24014,24.18,0.09,0.00,11508,0.95,3614,2865,940,2241,2452,4335,3758,3809,29.09,22.28,7.34,17.77,20.72,34.38,30.87,31.80
3170,silly,j,24001,24.17,0.07,0.01,17427,0.97,5135,3800,4973,2016,4214,1904,1534,425,41.33,29.55,38.83,15.98,35.61,15.10,12.60,3.55
3181,sweep,v,23911,24.08,0.03,0.00,18452,0.95,1826,2202,1819,1952,7398,3729,3583,1402,14.70,17.12,14.20,15.48,62.52,29.57,29.43,11.70
3182,naked,j,23909,24.08,0.09,0.01,14791,0.95,1969,2215,4957,1780,7671,2921,1354,1042,15.85,17.22,38.70,14.11,64.83,23.17,11.12,8.70
3193,vital,j,23700,23.87,0.04,0.01,17765,0.96,2839,3424,1410,1774,1383,4470,2793,5607,22.85,26.62,11.01,14.06,11.69,35.45,22.94,46.81
3198,yield,v,23640,23.81,0.06,0.01,15921,0.92,2013,2946,416,752,1199,5615,2592,8107,16.20,22.91,3.25,5.96,10.13,44.53,21.29,67.68
3203,scary,j,23596,23.76,0.07,0.01,16840,0.97,4468,3191,4886,4148,1916,2609,2101,277,35.96,24.81,38.15,32.89,16.19,20.69,17.26,2.31
3207,upset,v,23566,23.73,0.02,0.01,18218,0.98,2883,2432,5542,3551,3502,1971,2780,909,23.20,18.91,43.27,28.15,29.60,15.63,22.84,7.59
3212,newly,r,23531,23.70,0.04,0.00,19345,0.95,2399,3016,429,1291,2488,4819,4089,5000,19.31,23.45,3.35,10.24,21.03,38.22,33.59,41.74
3218,round,j,23484,23.65,0.14,0.01,15901,0.95,2329,2298,2534,1190,6050,3785,3794,1504,18.74,17.87,19.79,9.43,51.13,30.02,31.16,12.56
3219,bench,n,23481,23.65,0.05,0.01,13960,0.94,2411,2062,1567,1184,6839,3964,4538,916,19.40,16.03,12.24,9.39,57.80,31.44,37.28,7.65
3220,guide,v,23475,23.64,0.10,0.01,18146,0.95,2464,3382,1256,1065,2531,3814,2533,6430,19.83,26.30,9.81,8.44,21.39,30.25,20.81,53.68
3234,badly,r,23330,23.49,0.02,0.00,19006,0.98,3672,3093,2609,3387,4146,2685,2614,1124,29.55,24.05,20.37,26.85,35.04,21.29,21.47,9.38
3235,bless,v,23307,23.47,0.17,0.01,15024,0.96,5106,4235,4415,2589,2523,2062,1655,722,41.09,32.93,34.47,20.53,21.32,16.35,13.59,6.03
3237,magic,j,23302,23.47,0.36,0.02,14296,0.98,3301,3303,4367,1890,2937,3244,3176,1084,26.57,25.68,34.10,14.98,24.82,25.73,26.09,9.05
3241,crash,v,23281,23.44,0.07,0.03,16629,0.97,2386,2642,4232,2629,4872,2997,2949,574,19.20,20.54,33.04,20.84,41.18,23.77,24.22,4.79
3242,strip,n,23266,23.43,0.20,0.01,13787,0.96,2417,2558,1876,1826,3567,4900,4033,2089,19.45,19.89,14.65,14.48,30.15,38.86,33.13,17.44
3253,buyer,n,23157,23.32,0.08,0.01,11689,0.93,3781,3231,1054,1486,834,4308,6764,1699,30.43,25.12,8.23,11.78,7.05,34.17,55.56,14.18
3254,wrong,r,23141,23.30,0.03,0.01,18366,0.98,4284,3596,4487,3530,2404,2221,1950,669,34.48,27.96,35.03,27.99,20.32,17.61,16.02,5.58
3265,paint,n,23029,23.19,0.05,0.01,12233,0.93,2019,1805,2313,992,4189,7531,2604,1576,16.25,14.03,18.06,7.86,35.40,59.73,21.39,13.16
3266,pitch,n,23028,23.19,0.04,0.01,12596,0.94,2918,2187,1514,1592,2241,3559,6209,2808,23.48,17.00,11.82,12.62,18.94,28.23,51.00,23.44
3268,salad,n,23010,23.17,0.14,0.03,10501,0.91,1497,1320,2737,1169,2612,7826,5537,312,12.05,10.26,21.37,9.27,22.08,62.07,45.48,2.60
3269,stair,n,23001,23.16,0.03,0.01,12188,0.88,1100,1522,2866,1054,12776,1868,1290,525,8.85,11.83,22.38,8.36,107.98,14.81,10.60,4.38
3271,grace,n,22995,23.16,0.05,0.00,13400,0.95,3303,6043,2333,1226,3113,3057,1541,2379,26.58,46.99,18.22,9.72,26.31,24.24,12.66,19.86
3289,pause,v,22805,22.97,0.02,0.00,14291,0.85,996,1437,347,776,13850,2291,2285,823,8.02,11.17,2.71,6.15,117.05,18.17,18.77,6.87
3295,latin,j,22755,22.91,1.00,0.01,10055,0.90,1590,2348,794,1650,957,3232,3677,8507,12.80,18.26,6.20,13.08,8.09,25.63,30.20,71.02
3298,craft,n,22724,22.88,0.16,0.01,11663,0.93,2790,2224,1014,1082,2137,6449,4853,2175,22.45,17.29,7.92,8.58,18.06,51.15,39.86,18.16
3321,scope,n,22460,22.62,0.07,0.01,13460,0.93,2359,3539,702,1205,1148,4576,1786,7145,18.99,27.52,5.48,9.55,9.70,36.29,14.67,59.65
3324,hence,r,22424,22.58,0.46,0.00,13654,0.91,4133,5305,626,352,853,2016,718,8421,33.26,41.25,4.89,2.79,7.21,15.99,5.90,70.30
3327,wound,n,22414,22.57,0.02,0.00,13451,0.97,1500,2053,4080,2146,5084,3003,2138,2410,12.07,15.96,31.86,17.01,42.97,23.82,17.56,20.12
3346,final,n,22206,22.36,0.26,0.01,12868,0.91,2643,2429,1883,1390,703,3081,9091,986,21.27,18.89,14.70,11.02,5.94,24.43,74.67,8.23
3347,flesh,n,22204,22.36,0.04,0.01,13288,0.93,1684,3593,2838,685,8170,2580,1106,1548,13.55,27.94,22.16,5.43,69.05,20.46,9.08,12.92
3350,nerve,n,22174,22.07,0.03,0.00,13641,0.96,1629,2353,3051,1757,4111,3718,1595,3705,13.11,18.30,23.82,13.93,34.74,29.49,13.10,30.93
3370,candy,n,21987,22.14,0.25,0.03,11345,0.96,2676,2081,4891,2260,4356,2948,2337,438,21.54,16.18,38.19,17.92,36.81,23.38,19.20,3.66
3377,couch,n,21942,22.10,0.05,0.01,12892,0.93,1721,1940,3934,1355,8543,2330,1766,353,13.85,15.08,30.72,10.74,72.20,18.48,14.51,2.95
3382,magic,n,21888,22.04,0.12,0.02,11689,0.96,2918,2848,4911,1396,4554,2491,1792,978,23.48,22.14,38.34,11.07,38.49,19.76,14.72,8.16
3385,shelf,n,21854,22.01,0.04,0.00,14190,0.95,2523,2362,1227,1246,6135,4236,2516,1609,20.31,18.37,9.58,9.88,51.85,33.59,20.67,13.43
3393,fifty,m,21736,21.89,0.21,0.01,14371,0.93,1642,2090,1721,2853,7764,2360,541,2765,13.21,16.25,13.44,22.62,65.62,18.72,4.44,23.08
3406,crack,v,21623,21.77,0.06,0.01,17204,0.97,1830,2015,3338,2258,5545,3104,2719,814,14.73,15.67,26.06,17.90,46.86,24.62,22.33,6.80
3411,shine,v,21543,21.69,0.06,0.01,15650,0.94,2086,2693,2989,998,6824,3528,1655,770,16.79,20.94,23.34,7.91,57.67,27.98,13.59,6.43
3412,swing,n,21541,21.69,0.05,0.01,13283,0.94,2958,2478,1558,2024,3033,5227,3383,880,23.81,19.27,12.16,16.05,25.63,41.45,27.79,7.35
3415,cheat,v,21523,21.67,0.06,0.01,11472,0.96,3554,3071,5441,2493,1937,2321,1572,1134,28.60,23.88,42.48,19.76,16.37,18.41,12.91,9.47
3419,grant,n,21506,21.66,0.03,0.00,11739,0.94,2676,3528,673,1259,586,2543,4808,5433,21.54,27.43,5.25,9.98,4.95,20.17,39.49,45.35
3424,shade,n,21457,21.61,0.11,0.01,13670,0.93,2001,1983,1112,880,6446,5982,1943,1110,16.10,15.42,8.68,6.98,54.48,47.44,15.96,9.27
3426,meter,n,21425,21.58,0.04,0.01,9762,0.96,2247,2413,1737,1091,4023,3010,2657,4247,18.08,18.76,13.56,8.65,34.00,23.87,21.82,35.45
3442,pizza,n,21238,21.39,0.19,0.02,10142,0.96,2183,1977,5681,1610,2393,3450,3641,303,17.57,15.37,44.36,12.76,20.22,27.36,29.91,2.53
3445,eagle,n,21220,21.37,0.69,0.02,9586,0.94,2226,2552,1880,1038,1948,4154,6188,1236,17.91,19.84,14.68,8.23,16.46,32.94,50.83,10.32
3447,crack,n,21181,21.33,0.04,0.01,14413,0.96,1716,1833,2832,2173,5694,2990,2474,1469,13.81,14.25,22.11,17.23,48.12,23.71,20.32,12.26
3463,trace,v,21026,21.17,0.09,0.01,15551,0.97,1444,2322,2304,1486,3272,3440,2641,4116,11.62,18.05,17.99,11.78,27.65,27.28,21.69,34.36
3465,irish,j,21004,21.15,0.99,0.01,8413,0.95,2107,2198,1633,1804,2410,2902,3887,4063,16.96,17.09,12.75,14.30,20.37,23.02,31.93,33.92
3470,rumor,n,20921,21.07,0.10,0.00,14106,0.98,2933,2586,3112,2907,3158,2685,2432,1108,23.60,20.11,24.30,23.05,26.69,21.29,19.98,9.25
3474,alien,n,20885,21.03,0.14,0.02,7785,0.94,2657,3642,3910,1607,4744,1809,1049,1467,21.38,28.32,30.53,12.74,40.09,14.35,8.62,12.25
3481,tight,r,20839,20.99,0.06,0.03,15714,0.94,1311,1503,4746,1267,7122,2408,2079,403,10.55,11.69,37.06,10.04,60.19,19.10,17.08,3.36
3499,delay,n,20668,20.81,0.13,0.00,12474,0.95,2032,2579,1001,3167,1157,2649,4280,3802,16.35,20.05,7.82,25.11,9.78,21.01,35.16,31.74
3514,flame,n,20550,20.69,0.10,0.02,12345,0.94,1625,2520,2275,1861,6736,2528,2164,841,13.08,19.59,17.76,14.75,56.93,20.05,17.78,7.02
3518,float,v,20540,20.68,0.03,0.01,15105,0.94,1745,2047,1920,1607,7385,3175,1845,817,14.04,15.92,14.99,12.74,62.41,25.18,15.16,6.82
3521,robot,n,20517,20.66,0.13,0.02,6383,0.93,2264,2916,3083,1200,3891,4285,1325,1553,18.22,22.67,24.07,9.51,32.88,33.98,10.88,12.96
3522,rapid,j,20504,20.65,0.10,0.01,14385,0.93,2110,2849,473,1038,1299,3529,2335,6871,16.98,22.15,3.69,8.23,10.98,27.99,19.18,57.36
3523,plain,j,20479,20.62,0.08,0.01,15838,0.96,3368,3508,1505,1356,3658,3454,2204,1426,27.11,27.28,11.75,10.75,30.92,27.39,18.10,11.90
3527,glove,n,20469,20.61,0.08,0.01,11793,0.93,1419,1318,2887,2400,5961,3214,2494,776,11.42,10.25,22.54,19.03,50.38,25.49,20.49,6.48
3556,globe,n,20226,20.37,0.34,0.02,14061,0.95,2546,2817,1072,2643,1659,4113,3400,1976,20.49,21.90,8.37,20.95,14.02,32.62,27.93,16.50
3574,grain,n,19956,20.10,0.06,0.01,10383,0.93,2252,2946,810,1017,2028,5827,2053,3023,18.12,22.91,6.32,8.06,17.14,46.21,16.86,25.24
3575,beast,n,19956,20.10,0.30,0.02,10671,0.94,2381,3461,3673,823,4622,2990,1164,842,19.16,26.91,28.68,6.52,39.06,23.71,9.56,7.03
3590,rifle,n,19857,20.00,0.10,0.01,8598,0.94,1432,1702,1651,1910,5177,4666,2616,703,11.52,13.23,12.89,15.14,43.75,37.00,21.49,5.87
3593,curve,n,19846,19.99,0.08,0.01,11491,0.95,2835,2883,711,946,3631,3328,1395,4117,22.82,22.42,5.55,7.50,30.69,26.39,11.46,34.37
3594,patch,n,19841,19.98,0.13,0.01,12213,0.95,2453,2141,1513,956,5252,4179,1779,1568,19.74,16.65,11.81,7.58,44.39,33.14,14.61,13.09
3601,corps,n,19808,19.95,0.66,0.01,9631,0.95,1792,2579,1259,2942,1228,3512,4178,2318,14.42,20.05,9.83,23.32,10.38,27.85,34.32,19.35
3615,ounce,n,19680,19.82,0.02,0.01,8759,0.85,1663,1403,982,741,827,10339,3424,301,13.38,10.91,7.67,5.87,6.99,82.00,28.13,2.51
3617,delay,v,19657,19.80,0.04,0.01,15158,0.95,2078,2590,1099,2763,1281,3351,3823,2672,16.72,20.14,8.58,21.91,10.83,26.58,31.40,22.31
3628,sword,n,19580,19.72,0.12,0.01,8276,0.93,1832,3425,3838,655,6078,1697,931,1124,14.74,26.63,29.97,5.19,51.37,13.46,7.65,9.38
3631,blade,n,19562,19.70,0.18,0.03,9320,0.90,1152,1570,2161,521,7479,4597,1085,997,9.27,12.21,16.87,4.13,63.21,36.46,8.91,8.32
3637,favor,i,19486,19.62,0.01,0.00,15167,0.95,3563,3103,430,2686,546,2452,2769,3937,28.68,24.13,3.36,21.29,4.61,19.45,22.74,32.87
3642,pitch,v,19439,19.58,0.04,0.01,11641,0.93,2467,1679,1320,1123,2163,2911,7240,538,19.85,13.05,10.31,8.90,18.28,23.09,59.47,4.49
3648,grave,n,19407,19.54,0.20,0.02,11019,0.96,1374,2345,2846,1586,4851,2016,2633,1756,11.06,18.23,22.22,12.57,41.00,15.99,21.63,14.66
3651,label,v,19402,19.54,0.03,0.00,13841,0.95,3405,3336,547,1381,1187,2910,2242,4394,27.40,25.94,4.27,10.95,10.03,23.08,18.42,36.68
3655,mount,v,19389,19.53,0.05,0.01,14719,0.95,1460,2113,795,1382,2944,5021,2927,2747,11.75,16.43,6.21,10.96,24.88,39.82,24.04,22.93
3662,laugh,n,19315,19.45,0.04,0.01,14260,0.94,2223,2342,2086,1485,6233,2339,2322,285,17.89,18.21,16.29,11.77,52.68,18.55,19.07,2.38
3671,sense,v,19269,19.40,0.04,0.00,14426,0.94,1371,1798,2141,1507,6794,2635,1419,1604,11.03,13.98,16.72,11.95,57.42,20.90,11.66,13.39
3685,lemon,n,19153,19.29,0.18,0.02,7792,0.88,1713,801,1504,1277,1723,7312,4441,382,13.79,6.23,11.74,10.12,14.56,57.99,36.48,3.19
3705,cabin,n,19019,19.15,0.10,0.03,8002,0.93,999,1278,2411,988,6644,3867,2166,666,8.04,9.94,18.82,7.83,56.15,30.67,17.79,5.56
3708,snake,n,18993,19.13,0.16,0.01,8610,0.95,1304,1636,3822,1125,5395,2870,1519,1322,10.49,12.72,29.84,8.92,45.60,22.76,12.48,11.04
3713,seize,v,18961,19.09,0.04,0.00,14180,0.97,1488,2490,1365,2172,3074,2804,3554,2014,11.98,19.36,10.66,17.22,25.98,22.24,29.19,16.81
3714,abuse,v,18959,19.09,0.02,0.00,12306,0.95,3154,3063,1247,3874,786,2055,3010,1770,25.38,23.82,9.74,30.71,6.64,16.30,24.72,14.78
3719,input,n,18921,19.05,0.03,0.00,10002,0.91,3437,3908,415,638,403,1888,1281,6951,27.66,30.39,3.24,5.06,3.41,14.97,10.52,58.03
3727,donor,n,18858,18.99,0.05,0.00,8270,0.95,2407,2829,1188,2425,456,2777,3806,2970,19.37,22.00,9.28,19.23,3.85,22.02,31.26,24.79
3734,glory,n,18788,18.92,0.18,0.01,12299,0.96,2473,4699,2566,796,2215,2778,1912,1349,19.90,36.54,20.04,6.31,18.72,22.03,15.71,11.26
3736,organ,n,18750,18.88,0.05,0.01,9606,0.96,1638,2644,1750,1580,2117,3906,1904,3211,13.18,20.56,13.66,12.53,17.89,30.98,15.64,26.81
3739,brush,v,18733,18.86,0.10,0.00,13399,0.91,1342,1454,1389,818,8061,3618,1613,438,10.80,11.31,10.85,6.49,68.13,28.69,13.25,3.66
3740,brick,n,18730,18.86,0.11,0.01,11443,0.95,1772,1497,2299,959,5329,2974,2988,912,14.26,11.64,17.95,7.60,45.04,23.59,24.54,7.61
3743,rebel,n,18704,18.84,0.19,0.01,7548,0.93,1842,3031,1557,3221,1122,2203,4471,1257,14.82,23.57,12.16,25.54,9.48,17.47,36.73,10.49
3746,valid,j,18685,18.82,0.02,0.00,11969,0.93,4777,4841,492,1103,372,1227,1287,4586,38.45,37.64,3.84,8.74,3.14,9.73,10.57,38.28
